message,label
Quick call now.,EVENT
let’s sync at 4 today.,EVENT
Haha okay,NO_INTENT
Validate API responses,TASK
Noted,NO_INTENT
Fix the prod bug.,TASK
Need a reminder for demo.,REMINDER
Planning session this evening,EVENT
reminder for sprint retro,REMINDER
Meeting with QA post lunch.,EVENT
Cool,NO_INTENT
Quick call now.,EVENT
townhall next week,EVENT
Reminder for sprint retro,REMINDER
Don’t let me forget the meeting,REMINDER
reminder for sprint retro,REMINDER
Release call tonight,EVENT
sprint planning tomorrow,EVENT
sounds good,NO_INTENT
Finish the feature today.,TASK
Remind me to update Jira,REMINDER
Ping me to review PR,REMINDER
Interview moved to Monday,EVENT
Don’t let me forget the meeting.,REMINDER
Need a reminder for demo,REMINDER
Set a reminder for standup,REMINDER
Deploy to staging,TASK
done already,NO_INTENT
lol that’s funny,NO_INTENT
Fix the prod bug,TASK
Update the doc in Confluence,TASK
demo scheduled for friday,EVENT
Let’s sync at 4 today,EVENT
done already.,NO_INTENT
no issues so far,NO_INTENT
prepare slides for demo.,TASK
Meeting with QA post lunch,EVENT
Townhall next week.,EVENT
Remind me to update Jira.,REMINDER
Need a reminder for demo,REMINDER
Set reminder for client call.,REMINDER
Remind me to update Jira,REMINDER
Don’t let me forget the meeting,REMINDER
quick call now.,EVENT
Remind me to submit timesheet,REMINDER
ping me to review pr.,REMINDER
Remind me about PR review,REMINDER
fix the prod bug.,TASK
Close the ticket,TASK
standup at 10am,EVENT
quick call now.,EVENT
Let’s sync at 4 today,EVENT
Set reminder for client call,REMINDER
Set reminder for client call,REMINDER
don’t let me forget the meeting,REMINDER
All good from my side,NO_INTENT
Noted.,NO_INTENT
Don’t let me forget the meeting,REMINDER
update environment configs.,TASK
Check the logs.,TASK
Need a reminder for demo,REMINDER
Close the ticket,TASK
okay got it,NO_INTENT
Standup at 10am.,EVENT
ping me to review pr,REMINDER
Can you remind me later.,REMINDER
Remind me about PR review,REMINDER
Set a reminder for standup.,REMINDER
fix the prod bug.,TASK
Standup at 10am,EVENT
Client call tomorrow,EVENT
Haha okay.,NO_INTENT
Haha okay,NO_INTENT
Let’s sync at 4 today,EVENT
okay got it.,NO_INTENT
Haha okay,NO_INTENT
Need a reminder for demo.,REMINDER
Let’s sync at 4 today,EVENT
planning session this evening,EVENT
Prod issue call in 10 mins.,EVENT
Remind me about PR review,REMINDER
Prepare slides for demo.,TASK
Sounds good.,NO_INTENT
Deploy to staging,TASK
need a reminder for demo,REMINDER
Run regression tests.,TASK
Set a reminder for standup,REMINDER
Client call tomorrow,EVENT
Ping me to review PR,REMINDER
Fix the prod bug,TASK
Check the logs.,TASK
Set a reminder for standup,REMINDER
Need reminder for release.,REMINDER
lol that’s funny,NO_INTENT
close the ticket,TASK
Let’s sync at 4 today,EVENT
Reminder to push code.,REMINDER
Update environment configs,TASK
Finish the feature today.,TASK
Please remind me before EOD,REMINDER
Prepare slides for demo,TASK
Raise a Jira ticket,TASK
Let’s sync at 4 today.,EVENT
all good from my side.,NO_INTENT
lol that’s funny,NO_INTENT
Remind me about PR review,REMINDER
Finish the feature today,TASK
lol that’s funny,NO_INTENT
Thanks,NO_INTENT
Prod issue call in 10 mins,EVENT
Don’t let me forget the meeting.,REMINDER
Raise a Jira ticket,TASK
Noted,NO_INTENT
Haha okay,NO_INTENT
done already,NO_INTENT
No issues so far.,NO_INTENT
Okay got it,NO_INTENT
Looks good to me.,NO_INTENT
Run regression tests,TASK
Run regression tests.,TASK
Ping me to review PR,REMINDER
Let’s sync at 4 today,EVENT
Yep.,NO_INTENT
No issues so far,NO_INTENT
Please remind me before EOD,REMINDER
Looks good to me,NO_INTENT
release call tonight,EVENT
Release call tonight,EVENT
Daily scrum at 11.,EVENT
Let’s sync at 4 today,EVENT
Set reminder for client call,REMINDER
Done already,NO_INTENT
Standup at 10am.,EVENT
deploy to staging,TASK
All good from my side.,NO_INTENT
Need reminder for release,REMINDER
Fix the prod bug,TASK
Fix the prod bug,TASK
Remind me to check logs.,REMINDER
Demo scheduled for Friday.,EVENT
Run regression tests,TASK
Meeting with QA post lunch.,EVENT
planning session this evening,EVENT
Remind me to deploy after lunch,REMINDER
can you remind me later,REMINDER
Reminder to push code,REMINDER
Complete the test cases.,TASK
Can you remind me later,REMINDER
We discussed this earlier,NO_INTENT
Check the logs,TASK
Check the logs.,TASK
Raise a Jira ticket,TASK
Deploy to staging,TASK
Complete the test cases.,TASK
run regression tests,TASK
lol that’s funny,NO_INTENT
Cool,NO_INTENT
All good from my side,NO_INTENT
Tech discussion at 3 PM.,EVENT
Done already,NO_INTENT
Daily scrum at 11,EVENT
I was on leave yesterday,NO_INTENT
set a reminder for standup,REMINDER
Close the ticket,TASK
Don’t let me forget the meeting,REMINDER
Done already,NO_INTENT
Makes sense.,NO_INTENT
All good from my side.,NO_INTENT
Meeting with QA post lunch,EVENT
Set a reminder for standup,REMINDER
Raise a Jira ticket.,TASK
please remind me before eod.,REMINDER
thanks.,NO_INTENT
Update the doc in Confluence.,TASK
Remind me to submit timesheet,REMINDER
Haha okay,NO_INTENT
set reminder for client call.,REMINDER
Daily scrum at 11,EVENT
Can you remind me later.,REMINDER
Check the logs,TASK
set reminder for client call,REMINDER
Remind me to update Jira,REMINDER
noted,NO_INTENT
Need a reminder for demo,REMINDER
Haha okay,NO_INTENT
ping me to review pr,REMINDER
Client call tomorrow,EVENT
All good from my side.,NO_INTENT
Prepare slides for demo.,TASK
Townhall next week,EVENT
Release call tonight.,EVENT
Client call tomorrow,EVENT
No issues so far,NO_INTENT
Prepare slides for demo,TASK
No issues so far,NO_INTENT
cool,NO_INTENT
1:1 with manager today,EVENT
remind me to check logs,REMINDER
interview moved to monday,EVENT
okay got it.,NO_INTENT
fix the prod bug,TASK
Update the doc in Confluence,TASK
Prepare slides for demo,TASK
All good from my side.,NO_INTENT
Quick call now,EVENT
Raise a Jira ticket,TASK
Looks good to me,NO_INTENT
Yep,NO_INTENT
Complete the test cases,TASK
No issues so far,NO_INTENT
We discussed this earlier,NO_INTENT
remind me to submit timesheet,REMINDER
need a reminder for demo,REMINDER
Okay got it,NO_INTENT
Noted,NO_INTENT
Complete the test cases,TASK
Cool,NO_INTENT
Cool.,NO_INTENT
We discussed this earlier.,NO_INTENT
Check the logs,TASK
Looks good to me.,NO_INTENT
Validate API responses,TASK
Deploy to staging,TASK
Don’t let me forget the meeting,REMINDER
Remind me to update Jira.,REMINDER
Update the doc in Confluence,TASK
lol that’s funny,NO_INTENT
Remind me to check logs,REMINDER
Finish the feature today,TASK
Fix the prod bug.,TASK
Deploy to staging,TASK
Run regression tests.,TASK
lol that’s funny,NO_INTENT
Looks good to me.,NO_INTENT
Planning session this evening,EVENT
cool.,NO_INTENT
run regression tests.,TASK
Done already.,NO_INTENT
Makes sense,NO_INTENT
1:1 with manager today,EVENT
Quick call now,EVENT
Raise a Jira ticket,TASK
noted.,NO_INTENT
Planning session this evening.,EVENT
reminder for sprint retro.,REMINDER
Makes sense,NO_INTENT
Update environment configs,TASK
Don’t let me forget the meeting,REMINDER
Cool.,NO_INTENT
set reminder for client call,REMINDER
Daily scrum at 11.,EVENT
Daily scrum at 11,EVENT
Need reminder for release.,REMINDER
Meeting with QA post lunch.,EVENT
cool,NO_INTENT
remind me to deploy after lunch,REMINDER
Run regression tests,TASK
Set reminder for client call.,REMINDER
Close the ticket,TASK
lol that’s funny,NO_INTENT
I was on leave yesterday,NO_INTENT
Need reminder for release,REMINDER
Release call tonight,EVENT
All good from my side,NO_INTENT
done already.,NO_INTENT
All good from my side,NO_INTENT
Update environment configs,TASK
Haha okay,NO_INTENT
Remind me about PR review.,REMINDER
Interview moved to Monday,EVENT
Looks good to me.,NO_INTENT
Need reminder for release.,REMINDER
We discussed this earlier.,NO_INTENT
Close the ticket,TASK
update the doc in confluence,TASK
Remind me to check logs,REMINDER
Raise a Jira ticket.,TASK
Don’t let me forget the meeting.,REMINDER
Tech discussion at 3 PM,EVENT
update the doc in confluence.,TASK
Meeting with QA post lunch,EVENT
Reminder for sprint retro.,REMINDER
Need a reminder for demo.,REMINDER
Daily scrum at 11,EVENT
Set reminder for client call,REMINDER
remind me to submit timesheet.,REMINDER
Cool.,NO_INTENT
Remind me to deploy after lunch,REMINDER
Validate API responses,TASK
Remind me to deploy after lunch,REMINDER
Merge the branch.,TASK
Let’s sync at 4 today.,EVENT
Meeting with QA post lunch,EVENT
Release call tonight.,EVENT
Okay got it,NO_INTENT
can you remind me later,REMINDER
Client call tomorrow.,EVENT
Remind me to deploy after lunch.,REMINDER
Prod issue call in 10 mins,EVENT
Noted,NO_INTENT
Reminder to push code.,REMINDER
Please remind me before EOD,REMINDER
Need a reminder for demo.,REMINDER
Looks good to me,NO_INTENT
Prepare slides for demo.,TASK
Sprint planning tomorrow.,EVENT
Validate API responses.,TASK
Finish the feature today.,TASK
1:1 with manager today,EVENT
Complete the test cases.,TASK
prepare slides for demo,TASK
Thanks,NO_INTENT
Need a reminder for demo,REMINDER
Remind me to update Jira.,REMINDER
No issues so far.,NO_INTENT
Review the PR.,TASK
Run regression tests,TASK
Okay got it.,NO_INTENT
Raise a Jira ticket,TASK
Prod issue call in 10 mins,EVENT
Okay got it.,NO_INTENT
client call tomorrow,EVENT
Update the doc in Confluence.,TASK
Remind me to update Jira.,REMINDER
Need a reminder for demo,REMINDER
Complete the test cases.,TASK
Close the ticket,TASK
Complete the test cases,TASK
Tech discussion at 3 PM,EVENT
Complete the test cases,TASK
Interview moved to Monday,EVENT
lol that’s funny,NO_INTENT
sprint planning tomorrow.,EVENT
Run regression tests.,TASK
All good from my side,NO_INTENT
remind me to update jira,REMINDER
Need reminder for release,REMINDER
Remind me about PR review,REMINDER
Okay got it,NO_INTENT
Demo scheduled for Friday.,EVENT
Don’t let me forget the meeting,REMINDER
sounds good.,NO_INTENT
Set a reminder for standup.,REMINDER
I was on leave yesterday.,NO_INTENT
I was on leave yesterday.,NO_INTENT
Remind me to check logs,REMINDER
can you remind me later,REMINDER
lol that’s funny,NO_INTENT
Release call tonight,EVENT
Validate API responses.,TASK
all good from my side,NO_INTENT
Okay got it,NO_INTENT
Townhall next week,EVENT
Sprint planning tomorrow.,EVENT
Let’s sync at 4 today,EVENT
Remind me to update Jira,REMINDER
fix the prod bug,TASK
Reminder to push code.,REMINDER
update the doc in confluence,TASK
townhall next week,EVENT
Tech discussion at 3 PM,EVENT
All good from my side,NO_INTENT
Set reminder for client call,REMINDER
Client call tomorrow,EVENT
ping me to review pr.,REMINDER
Push the code to main,TASK
Interview moved to Monday,EVENT
haha okay,NO_INTENT
Finish the feature today.,TASK
Prepare slides for demo.,TASK
finish the feature today,TASK
Remind me to deploy after lunch.,REMINDER
Haha okay,NO_INTENT
Deploy to staging.,TASK
Fix the prod bug.,TASK
Release call tonight,EVENT
Update environment configs,TASK
Let’s sync at 4 today.,EVENT
Yep,NO_INTENT
Finish the feature today.,TASK
okay got it,NO_INTENT
remind me to deploy after lunch,REMINDER
Raise a Jira ticket.,TASK
Reminder to push code,REMINDER
Thanks,NO_INTENT
Let’s sync at 4 today,EVENT
run regression tests,TASK
Raise a Jira ticket,TASK
Push the code to main,TASK
Demo scheduled for Friday,EVENT
set a reminder for standup,REMINDER
I was on leave yesterday.,NO_INTENT
Need reminder for release,REMINDER
Sounds good,NO_INTENT
Raise a Jira ticket,TASK
ping me to review pr,REMINDER
Interview moved to Monday,EVENT
Thanks,NO_INTENT
Don’t let me forget the meeting.,REMINDER
Remind me about PR review.,REMINDER
Done already,NO_INTENT
Set a reminder for standup.,REMINDER
Interview moved to Monday,EVENT
Planning session this evening.,EVENT
Remind me to update Jira,REMINDER
Remind me to submit timesheet,REMINDER
lol that’s funny,NO_INTENT
Please remind me before EOD,REMINDER
Sounds good,NO_INTENT
lol that’s funny,NO_INTENT
No issues so far.,NO_INTENT
Demo scheduled for Friday.,EVENT
Finish the feature today,TASK
Thanks.,NO_INTENT
Townhall next week,EVENT
Remind me to submit timesheet.,REMINDER
Run regression tests,TASK
Demo scheduled for Friday,EVENT
Daily scrum at 11,EVENT
Ping me to review PR,REMINDER
Done already.,NO_INTENT
Ping me to review PR.,REMINDER
need reminder for release,REMINDER
Please remind me before EOD,REMINDER
finish the feature today,TASK
Reminder to push code.,REMINDER
Planning session this evening,EVENT
Close the ticket.,TASK
haha okay.,NO_INTENT
client call tomorrow.,EVENT
Close the ticket.,TASK
Remind me to submit timesheet,REMINDER
all good from my side.,NO_INTENT
looks good to me.,NO_INTENT
close the ticket.,TASK
Merge the branch.,TASK
Townhall next week,EVENT
Cool.,NO_INTENT
need a reminder for demo.,REMINDER
Tech discussion at 3 PM,EVENT
Complete the test cases,TASK
Push the code to main,TASK
Standup at 10am,EVENT
Update environment configs.,TASK
Reminder to push code,REMINDER
Sprint planning tomorrow.,EVENT
Prod issue call in 10 mins,EVENT
Sprint planning tomorrow.,EVENT
Reminder to push code,REMINDER
Quick call now.,EVENT
Client call tomorrow,EVENT
Update environment configs,TASK
Reminder to push code,REMINDER
Looks good to me,NO_INTENT
Don’t let me forget the meeting,REMINDER
Done already,NO_INTENT
Complete the test cases.,TASK
Release call tonight,EVENT
Thanks,NO_INTENT
Review the PR,TASK
Can you remind me later,REMINDER
Yep.,NO_INTENT
Makes sense,NO_INTENT
validate api responses,TASK
all good from my side,NO_INTENT
Need reminder for release,REMINDER
Ping me to review PR,REMINDER
Merge the branch,TASK
prepare slides for demo,TASK
Remind me to check logs.,REMINDER
Okay got it,NO_INTENT
Remind me to check logs,REMINDER
please remind me before eod,REMINDER
fix the prod bug.,TASK
Makes sense.,NO_INTENT
reminder to push code,REMINDER
Yep,NO_INTENT
Remind me to deploy after lunch,REMINDER
makes sense,NO_INTENT
Cool.,NO_INTENT
Remind me to check logs,REMINDER
Standup at 10am.,EVENT
deploy to staging.,TASK
Remind me to check logs,REMINDER
standup at 10am,EVENT
Reminder to push code,REMINDER
Update environment configs,TASK
Townhall next week.,EVENT
Set reminder for client call,REMINDER
Okay got it,NO_INTENT
Let’s sync at 4 today,EVENT
Sprint planning tomorrow,EVENT
Ping me to review PR,REMINDER
Makes sense,NO_INTENT
Okay got it.,NO_INTENT
Review the PR,TASK
Demo scheduled for Friday,EVENT
Need reminder for release,REMINDER
Planning session this evening,EVENT
Remind me to update Jira,REMINDER
Complete the test cases,TASK
remind me to check logs,REMINDER
Can you remind me later.,REMINDER
Standup at 10am,EVENT
Please remind me before EOD.,REMINDER
merge the branch,TASK
Looks good to me,NO_INTENT
remind me to submit timesheet,REMINDER
update environment configs,TASK
Standup at 10am,EVENT
Daily scrum at 11,EVENT
We discussed this earlier,NO_INTENT
Set a reminder for standup,REMINDER
remind me to update jira,REMINDER
Haha okay,NO_INTENT
Merge the branch,TASK
raise a jira ticket,TASK
lol that’s funny,NO_INTENT
Planning session this evening,EVENT
Townhall next week,EVENT
haha okay,NO_INTENT
Complete the test cases,TASK
ping me to review pr.,REMINDER
All good from my side.,NO_INTENT
lol that’s funny,NO_INTENT
No issues so far.,NO_INTENT
Push the code to main,TASK
Deploy to staging,TASK
Finish the feature today,TASK
let’s sync at 4 today,EVENT
Reminder for sprint retro,REMINDER
Complete the test cases.,TASK
Ping me to review PR,REMINDER
Done already.,NO_INTENT
we discussed this earlier,NO_INTENT
I was on leave yesterday,NO_INTENT
Remind me to submit timesheet,REMINDER
Standup at 10am,EVENT
need a reminder for demo,REMINDER
Reminder to push code,REMINDER
Run regression tests,TASK
complete the test cases,TASK
I was on leave yesterday.,NO_INTENT
Haha okay,NO_INTENT
Demo scheduled for Friday,EVENT
Need a reminder for demo,REMINDER
All good from my side.,NO_INTENT
no issues so far,NO_INTENT
Demo scheduled for Friday,EVENT
close the ticket,TASK
Can you remind me later,REMINDER
Reminder for sprint retro.,REMINDER
Haha okay.,NO_INTENT
Yep,NO_INTENT
1:1 with manager today,EVENT
Standup at 10am.,EVENT
All good from my side,NO_INTENT
Push the code to main,TASK
lol that’s funny.,NO_INTENT
done already,NO_INTENT
no issues so far,NO_INTENT
1:1 with manager today,EVENT
thanks,NO_INTENT
Makes sense,NO_INTENT
Let’s sync at 4 today,EVENT
Merge the branch,TASK
Update the doc in Confluence.,TASK
Meeting with QA post lunch.,EVENT
Check the logs,TASK
Meeting with QA post lunch.,EVENT
Prod issue call in 10 mins,EVENT
Set a reminder for standup.,REMINDER
Yep,NO_INTENT
lol that’s funny,NO_INTENT
Ping me to review PR,REMINDER
No issues so far.,NO_INTENT
Sounds good,NO_INTENT
Noted,NO_INTENT
Sprint planning tomorrow,EVENT
Interview moved to Monday,EVENT
Please remind me before EOD,REMINDER
Set a reminder for standup,REMINDER
cool,NO_INTENT
Remind me about PR review,REMINDER
Fix the prod bug.,TASK
Can you remind me later,REMINDER
Demo scheduled for Friday,EVENT
Demo scheduled for Friday,EVENT
Can you remind me later,REMINDER
Release call tonight,EVENT
Yep.,NO_INTENT
Can you remind me later.,REMINDER
Haha okay.,NO_INTENT
makes sense,NO_INTENT
Townhall next week.,EVENT
Prepare slides for demo.,TASK
haha okay.,NO_INTENT
Raise a Jira ticket,TASK
Makes sense,NO_INTENT
Noted.,NO_INTENT
1:1 with manager today,EVENT
Reminder to push code,REMINDER
Cool.,NO_INTENT
Can you remind me later,REMINDER
Merge the branch,TASK
Merge the branch,TASK
Quick call now,EVENT
Client call tomorrow,EVENT
Can you remind me later,REMINDER
validate api responses,TASK
Planning session this evening,EVENT
Planning session this evening.,EVENT
let’s sync at 4 today,EVENT
Client call tomorrow,EVENT
Meeting with QA post lunch,EVENT
Interview moved to Monday.,EVENT
Sounds good,NO_INTENT
Raise a Jira ticket,TASK
Sounds good,NO_INTENT
sprint planning tomorrow,EVENT
No issues so far,NO_INTENT
Don’t let me forget the meeting,REMINDER
all good from my side.,NO_INTENT
Demo scheduled for Friday,EVENT
Daily scrum at 11.,EVENT
Update the doc in Confluence,TASK
Please remind me before EOD.,REMINDER
Update environment configs,TASK
sprint planning tomorrow.,EVENT
need reminder for release,REMINDER
Okay got it,NO_INTENT
Planning session this evening,EVENT
Yep.,NO_INTENT
We discussed this earlier,NO_INTENT
Fix the prod bug,TASK
Reminder for sprint retro,REMINDER
Thanks,NO_INTENT
don’t let me forget the meeting,REMINDER
Let’s sync at 4 today.,EVENT
remind me to submit timesheet.,REMINDER
Reminder for sprint retro.,REMINDER
Makes sense,NO_INTENT
lol that’s funny.,NO_INTENT
Fix the prod bug,TASK
Complete the test cases.,TASK
I was on leave yesterday,NO_INTENT
Prepare slides for demo.,TASK
Set a reminder for standup,REMINDER
Reminder for sprint retro,REMINDER
Done already.,NO_INTENT
fix the prod bug.,TASK
Quick call now,EVENT
Merge the branch.,TASK
please remind me before eod.,REMINDER
Meeting with QA post lunch,EVENT
Validate API responses,TASK
Cool,NO_INTENT
complete the test cases,TASK
No issues so far,NO_INTENT
I was on leave yesterday,NO_INTENT
Remind me to deploy after lunch,REMINDER
Planning session this evening.,EVENT
Reminder to push code.,REMINDER
Makes sense,NO_INTENT
Update the doc in Confluence,TASK
Townhall next week.,EVENT
Run regression tests,TASK
tech discussion at 3 pm,EVENT
Remind me to check logs,REMINDER
remind me to update jira.,REMINDER
Prepare slides for demo,TASK
Demo scheduled for Friday,EVENT
Please remind me before EOD,REMINDER
Demo scheduled for Friday,EVENT
can you remind me later.,REMINDER
noted.,NO_INTENT
remind me to submit timesheet,REMINDER
Meeting with QA post lunch,EVENT
No issues so far,NO_INTENT
Update environment configs,TASK
close the ticket,TASK
lol that’s funny,NO_INTENT
Interview moved to Monday.,EVENT
Prod issue call in 10 mins.,EVENT
Quick call now,EVENT
No issues so far.,NO_INTENT
remind me to check logs,REMINDER
Makes sense,NO_INTENT
Planning session this evening,EVENT
Update the doc in Confluence.,TASK
Release call tonight,EVENT
Okay got it,NO_INTENT
Thanks,NO_INTENT
validate api responses,TASK
I was on leave yesterday,NO_INTENT
can you remind me later,REMINDER
Remind me to update Jira,REMINDER
Tech discussion at 3 PM,EVENT
all good from my side.,NO_INTENT
Merge the branch,TASK
I was on leave yesterday,NO_INTENT
Okay got it,NO_INTENT
done already,NO_INTENT
Sprint planning tomorrow.,EVENT
Don’t let me forget the meeting.,REMINDER
yep,NO_INTENT
Quick call now.,EVENT
Need a reminder for demo,REMINDER
Done already,NO_INTENT
Fix the prod bug,TASK
Raise a Jira ticket.,TASK
Noted,NO_INTENT
All good from my side,NO_INTENT
Haha okay,NO_INTENT
Don’t let me forget the meeting,REMINDER
Review the PR.,TASK
We discussed this earlier,NO_INTENT
Check the logs,TASK
Quick call now,EVENT
Fix the prod bug.,TASK
Don’t let me forget the meeting.,REMINDER
Sounds good,NO_INTENT
complete the test cases,TASK
Haha okay,NO_INTENT
Okay got it,NO_INTENT
Let’s sync at 4 today,EVENT
1:1 with manager today.,EVENT
don’t let me forget the meeting,REMINDER
Close the ticket,TASK
Sounds good,NO_INTENT
Sounds good,NO_INTENT
1:1 with manager today,EVENT
deploy to staging.,TASK
need a reminder for demo.,REMINDER
Raise a Jira ticket,TASK
run regression tests,TASK
Fix the prod bug.,TASK
Ping me to review PR,REMINDER
remind me to check logs.,REMINDER
I was on leave yesterday,NO_INTENT
Finish the feature today,TASK
Okay got it,NO_INTENT
Done already,NO_INTENT
Client call tomorrow,EVENT
Tech discussion at 3 PM.,EVENT
finish the feature today,TASK
Remind me to deploy after lunch,REMINDER
Deploy to staging.,TASK
Ping me to review PR,REMINDER
Okay got it,NO_INTENT
Looks good to me.,NO_INTENT
Tech discussion at 3 PM.,EVENT
Meeting with QA post lunch,EVENT
Haha okay,NO_INTENT
Interview moved to Monday.,EVENT
Remind me to update Jira.,REMINDER
reminder for sprint retro.,REMINDER
prepare slides for demo,TASK
Release call tonight.,EVENT
Need a reminder for demo.,REMINDER
We discussed this earlier.,NO_INTENT
update environment configs,TASK
cool,NO_INTENT
Check the logs.,TASK
Yep,NO_INTENT
Interview moved to Monday,EVENT
sprint planning tomorrow,EVENT
Standup at 10am,EVENT
set a reminder for standup,REMINDER
Looks good to me.,NO_INTENT
validate api responses,TASK
Raise a Jira ticket,TASK
Set a reminder for standup,REMINDER
Quick call now,EVENT
Set reminder for client call,REMINDER
All good from my side.,NO_INTENT
Release call tonight,EVENT
Merge the branch,TASK
Ping me to review PR.,REMINDER
remind me to update jira.,REMINDER
Remind me to check logs,REMINDER
Prod issue call in 10 mins.,EVENT
Cool,NO_INTENT
We discussed this earlier,NO_INTENT
Please remind me before EOD,REMINDER
Quick call now,EVENT
lol that’s funny.,NO_INTENT
done already.,NO_INTENT
Thanks,NO_INTENT
close the ticket,TASK
Planning session this evening,EVENT
Remind me to submit timesheet.,REMINDER
Looks good to me,NO_INTENT
Release call tonight.,EVENT
Remind me about PR review.,REMINDER
Quick call now,EVENT
Let’s sync at 4 today,EVENT
Sounds good,NO_INTENT
Check the logs.,TASK
demo scheduled for friday,EVENT
Meeting with QA post lunch.,EVENT
demo scheduled for friday,EVENT
let’s sync at 4 today.,EVENT
Sprint planning tomorrow,EVENT
release call tonight,EVENT
Complete the test cases,TASK
fix the prod bug.,TASK
Townhall next week,EVENT
Remind me about PR review,REMINDER
Remind me to submit timesheet,REMINDER
Noted,NO_INTENT
Tech discussion at 3 PM,EVENT
We discussed this earlier,NO_INTENT
All good from my side,NO_INTENT
Townhall next week.,EVENT
interview moved to monday.,EVENT
close the ticket,TASK
Client call tomorrow.,EVENT
Sprint planning tomorrow,EVENT
remind me to submit timesheet.,REMINDER
Finish the feature today,TASK
Close the ticket.,TASK
Cool,NO_INTENT
Remind me to submit timesheet,REMINDER
Okay got it,NO_INTENT
Finish the feature today,TASK
Client call tomorrow,EVENT
Merge the branch,TASK
Prod issue call in 10 mins,EVENT
Run regression tests,TASK
Standup at 10am.,EVENT
Merge the branch,TASK
Complete the test cases.,TASK
lol that’s funny.,NO_INTENT
I was on leave yesterday,NO_INTENT
thanks,NO_INTENT
Review the PR,TASK
Set reminder for client call.,REMINDER
Townhall next week.,EVENT
i was on leave yesterday.,NO_INTENT
Validate API responses.,TASK
Close the ticket,TASK
Need a reminder for demo,REMINDER
Remind me to submit timesheet,REMINDER
1:1 with manager today,EVENT
Finish the feature today,TASK
All good from my side,NO_INTENT
Townhall next week,EVENT
daily scrum at 11,EVENT
No issues so far,NO_INTENT
No issues so far,NO_INTENT
push the code to main.,TASK
can you remind me later,REMINDER
Deploy to staging,TASK
haha okay,NO_INTENT
Yep.,NO_INTENT
need a reminder for demo,REMINDER
Need a reminder for demo,REMINDER
Run regression tests,TASK
sounds good,NO_INTENT
Deploy to staging,TASK
Looks good to me,NO_INTENT
Okay got it,NO_INTENT
Fix the prod bug,TASK
I was on leave yesterday.,NO_INTENT
Tech discussion at 3 PM.,EVENT
I was on leave yesterday.,NO_INTENT
Validate API responses,TASK
can you remind me later,REMINDER
Prod issue call in 10 mins,EVENT
Finish the feature today,TASK
Review the PR,TASK
1:1 with manager today,EVENT
Reminder for sprint retro,REMINDER
can you remind me later,REMINDER
Remind me to submit timesheet,REMINDER
set a reminder for standup,REMINDER
standup at 10am,EVENT
Don’t let me forget the meeting,REMINDER
Set a reminder for standup,REMINDER
Finish the feature today,TASK
lol that’s funny,NO_INTENT
prod issue call in 10 mins.,EVENT
Client call tomorrow,EVENT
Standup at 10am,EVENT
push the code to main,TASK
Sprint planning tomorrow,EVENT
Done already,NO_INTENT
Remind me to deploy after lunch,REMINDER
Remind me to check logs,REMINDER
Daily scrum at 11,EVENT
Interview moved to Monday,EVENT
ping me to review pr.,REMINDER
Remind me to update Jira,REMINDER
Remind me to check logs.,REMINDER
check the logs.,TASK
Daily scrum at 11,EVENT
daily scrum at 11,EVENT
Standup at 10am,EVENT
okay got it.,NO_INTENT
Run regression tests,TASK
Thanks,NO_INTENT
demo scheduled for friday,EVENT
Merge the branch,TASK
Ping me to review PR.,REMINDER
Complete the test cases,TASK
Planning session this evening,EVENT
Makes sense,NO_INTENT
Done already.,NO_INTENT
Push the code to main,TASK
Update the doc in Confluence,TASK
Let’s sync at 4 today.,EVENT
Complete the test cases,TASK
thanks,NO_INTENT
Review the PR,TASK
Standup at 10am.,EVENT
Please remind me before EOD,REMINDER
Check the logs.,TASK
Run regression tests,TASK
Can you remind me later,REMINDER
cool.,NO_INTENT
Standup at 10am,EVENT
All good from my side,NO_INTENT
Remind me to deploy after lunch,REMINDER
Complete the test cases.,TASK
Remind me about PR review.,REMINDER
Client call tomorrow.,EVENT
Need a reminder for demo.,REMINDER
deploy to staging.,TASK
lol that’s funny,NO_INTENT
Let’s sync at 4 today,EVENT
Townhall next week.,EVENT
Finish the feature today,TASK
Release call tonight.,EVENT
Set a reminder for standup,REMINDER
Remind me about PR review.,REMINDER
I was on leave yesterday.,NO_INTENT
Remind me to submit timesheet,REMINDER
Close the ticket,TASK
Finish the feature today.,TASK
Reminder for sprint retro.,REMINDER
Merge the branch,TASK
Townhall next week.,EVENT
Set reminder for client call.,REMINDER
lol that’s funny,NO_INTENT
Validate API responses,TASK
lol that’s funny,NO_INTENT
Push the code to main.,TASK
Reminder to push code,REMINDER
lol that’s funny,NO_INTENT
Set a reminder for standup,REMINDER
ping me to review pr,REMINDER
Update the doc in Confluence.,TASK
please remind me before eod.,REMINDER
Cool,NO_INTENT
all good from my side,NO_INTENT
thanks.,NO_INTENT
Ping me to review PR,REMINDER
Haha okay,NO_INTENT
Remind me to check logs,REMINDER
townhall next week.,EVENT
Daily scrum at 11,EVENT
Merge the branch,TASK
Need a reminder for demo,REMINDER
Yep,NO_INTENT
Close the ticket,TASK
Set a reminder for standup,REMINDER
All good from my side,NO_INTENT
Release call tonight.,EVENT
demo scheduled for friday,EVENT
We discussed this earlier,NO_INTENT
Push the code to main.,TASK
Noted,NO_INTENT
Check the logs,TASK
